OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,Unit_full,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800009,Sample-Routine,Water,Surface Water,1987,10,9,10/9/87,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11857461,Not Detected,,Nitrate,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,71851,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.443,mg/l asNO3,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800009,Sample-Routine,Water,Surface Water,1987,10,9,10/9/87,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11857462,Not Detected,,Nitrite,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,71856,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.033,mg/l asNO2,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841370,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841371,,,Organic Nitrogen,Total,0.65,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841372,,,Ammonia and ammonium,Dissolved,0.05,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,CL035,USGS,"Ammonia, wf, ASF salicylate",,"USGS OF 93-125, p 125",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841373,,,Ammonia and ammonium,Total,0.05,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,CL075,USGS,"Ammonia, wu, ASF indophenol",,"USGS TWRI 5-A1/1989, p 321",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841374,,,Nitrite,Dissolved,0.02,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,613,,,,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization",,"USGS OF 93-125, p 143",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841375,,,Nitrate,Dissolved,0.3,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,618,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841376,,,Kjeldahl nitrogen,Total,0.7,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,CL083,USGS,"NH3+org-N, wu, ASF block digest",,"USGS TWRI 5-A1/1989, p 327",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841377,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.32,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,CL045,USGS,"NO2+NO3, wf, Cd reduction ASF",,"USGS OF 93-125, p 157",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841378,,,Orthophosphate,Dissolved,0.061,mg/l asPO4,mg/l asPO4,,Historical,,Actual,,,,,,,,,,,660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841379,,,Phosphorus,Total,0.1,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,CL084,USGS,"Phosphorus, wu, ASF phosphomolyb",,"USGS TWRI 5-A1/1989, p 367",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841380,,,Phosphorus,Dissolved,0.03,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,666,,,,,,,,,CL052,USGS,"Phosphorus, wf, auto phosphomoly",,"USGS TWRI 5-A1/1979, p 453",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841381,,,Orthophosphate,Dissolved,0.02,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,671,,,,,,,,,CL054,USGS,"Ortho-PO4, wf, ASF phosphomolybd",,"USGS OF 93-125, p 197",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841421,,,Ammonia and ammonium,Total,0.064,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841422,,,Ammonia and ammonium,Dissolved,0.064,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71846,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841423,,,Nitrate,Dissolved,1.33,mg/l asNO3,mg/l asNO3,,Historical,,Actual,,,,,,,,,,,71851,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98700222,Sample-Routine,Water,Surface Water,1987,5,14,5/14/87,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11841424,,,Nitrite,Dissolved,0.066,mg/l asNO2,mg/l asNO2,,Historical,,Actual,,,,,,,,,,,71856,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875163,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875164,,,Organic Nitrogen,Total,0.48,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875165,,,Ammonia and ammonium,Dissolved,0.03,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,CL035,USGS,"Ammonia, wf, ASF salicylate",,"USGS OF 93-125, p 125",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875166,,,Ammonia and ammonium,Total,0.02,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,CL075,USGS,"Ammonia, wu, ASF indophenol",,"USGS TWRI 5-A1/1989, p 321",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875167,,,Nitrite,Dissolved,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,613,,,,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization",,"USGS OF 93-125, p 143",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875168,,,Nitrate,Dissolved,0.29,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,618,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875169,,,Kjeldahl nitrogen,Total,0.5,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,CL083,USGS,"NH3+org-N, wu, ASF block digest",,"USGS TWRI 5-A1/1989, p 327",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875170,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.3,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,CL045,USGS,"NO2+NO3, wf, Cd reduction ASF",,"USGS OF 93-125, p 157",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875171,Not Detected,,Orthophosphate,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.031,mg/l asPO4,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875172,,,Phosphorus,Total,0.05,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,CL084,USGS,"Phosphorus, wu, ASF phosphomolyb",,"USGS TWRI 5-A1/1989, p 367",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875173,Not Detected,,Phosphorus,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,666,,,,,,,,,CL052,USGS,"Phosphorus, wf, auto phosphomoly",,"USGS TWRI 5-A1/1979, p 453",,,,,Historical Lower Reporting Limit,0.01,mg/l as P,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875174,Not Detected,,Orthophosphate,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,671,,,,,,,,,CL054,USGS,"Ortho-PO4, wf, ASF phosphomolybd",,"USGS OF 93-125, p 197",,,,,Historical Lower Reporting Limit,0.01,mg/l as P,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875213,,,Ammonia and ammonium,Total,0.026,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875214,,,Ammonia and ammonium,Dissolved,0.039,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71846,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875215,,,Nitrate,Dissolved,1.28,mg/l asNO3,mg/l asNO3,,Historical,,Actual,,,,,,,,,,,71851,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800435,Sample-Routine,Water,Surface Water,1988,7,13,7/13/88,9:10:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11875216,,,Nitrite,Dissolved,0.033,mg/l asNO2,mg/l asNO2,,Historical,,Actual,,,,,,,,,,,71856,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864715,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864716,,,Organic Nitrogen,Total,0.69,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864717,,,Ammonia and ammonium,Dissolved,0.11,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,CL035,USGS,"Ammonia, wf, ASF salicylate",,"USGS OF 93-125, p 125",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864718,,,Ammonia and ammonium,Total,0.11,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,CL075,USGS,"Ammonia, wu, ASF indophenol",,"USGS TWRI 5-A1/1989, p 321",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864719,,,Nitrite,Dissolved,0.02,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,613,,,,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization",,"USGS OF 93-125, p 143",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864720,,,Nitrate,Dissolved,0.24,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,618,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864721,,,Kjeldahl nitrogen,Total,0.8,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,CL083,USGS,"NH3+org-N, wu, ASF block digest",,"USGS TWRI 5-A1/1989, p 327",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864722,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.26,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,CL045,USGS,"NO2+NO3, wf, Cd reduction ASF",,"USGS OF 93-125, p 157",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864723,,,Orthophosphate,Dissolved,0.092,mg/l asPO4,mg/l asPO4,,Historical,,Actual,,,,,,,,,,,660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98800143,Sample-Routine,Water,Surface Water,1988,1,27,1/27/88,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,"Stable, high stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11864724,,,Phosphorus,Total,0.14,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,CL084,USGS,"Phosphorus, wu, ASF phosphomolyb",,"USGS TWRI 5-A1/1989, p 367",,,,,,,,,,NWIS
