OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756697,,,"Biochemical oxygen demand, standard conditions",Total,1.7,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756698,,,pH,Total,7,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756699,,,pH,Total,6.8,std units,,Historical,,Actual,,,,,,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756701,,,Alkalinity,Total,17,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756706,,,"Hardness, Ca, Mg",,14,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756710,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.95,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756719,,,Total dissolved solids,Dissolved,58,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756720,,,Total dissolved solids,Dissolved,49,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756721,,,Total dissolved solids,Dissolved,0.08,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756723,,,Specific conductance,Total,80,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,90095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500007,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,11:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756724,,,Alkalinity,Total,15,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,90410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756509,,,"Temperature, water",,28.5,deg C,,Historical,,Actual,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756510,,,Barometric pressure,,760,mm/Hg,,Historical,,Actual,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756512,,,"Stream flow, instantaneous",,2670,ft3/s,,Historical,,Actual,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756513,,,"Height, gage",,8.73,ft,,Historical,,Actual,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756514,,,Turbidity,Total,6.3,NTU,,Historical,,Actual,,,,,,,,,,,76,,,,,,,,,TBD01,USGS,"Turbidity, by turbidimeter",,"USGS TWRI 5-A1/1989, p 497",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756515,,,Color,Dissolved,15,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756516,,,Specific conductance,Total,94,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756517,,,"Acidity, (H+)",Total,0.00006,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756520,,,"Biochemical oxygen demand, standard conditions",Total,3,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756521,,,pH,Total,7.2,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,EL003,USGS,"pH, wu, field, electrometry",,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756522,,,pH,Total,6.9,std units,,Historical,,Actual,,,,,,,,,,,403,,,,,,,,,EL006,USGS,"pH, lab, auto glass electrode",,"USGS TWRI 5-A1/1989, p 363",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756524,,,Alkalinity,Total,20,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,TT008,USGS,"ANC, wu, field, fixed EP",,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756534,,,"Hardness, Ca, Mg",,15.9,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756538,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,1.42,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756564,,,"Height, gage",,2.66,m,,Historical,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756565,,,"Stream flow, instantaneous",,76,m3/sec,,Historical,,Actual,,,,,,,,,,,30209,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756568,,,Total dissolved solids,Dissolved,72,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)",,"USGS TWRI 5-A1/1989, p 437",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756569,,,Total dissolved solids,Dissolved,61,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756570,,,Total dissolved solids,Dissolved,519,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756571,,,Total dissolved solids,Dissolved,0.1,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756572,,,Suspended Sediment Concentration (SSC),Suspended,75,%,,Historical,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756575,,,Suspended Sediment Concentration (SSC),Suspended,51,mg/l,,Historical,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756577,,,Specific conductance,Total,95,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,90095,,,,,,,,,WHT03,USGS,"Specific cond, lab, autom bridge",,"USGS TWRI 5-A1/1989, p 461",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500004,Sample-Routine,Water,Surface Water,1985,7,17,7/17/85,10:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756578,,,Alkalinity,Total,21,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,90410,,,,,,,,,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)",,"USGS TWRI 5-A1/1989, p 57",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756373,,,"Temperature, water",,10,deg C,,Historical,,Actual,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756375,,,"Stream flow, instantaneous",,4920,ft3/s,,Historical,,Actual,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756376,,,Turbidity,Total,15,NTU,,Historical,,Actual,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756377,,,Color,Dissolved,50,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756378,,,Specific conductance,Total,75,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756379,,,"Acidity, (H+)",Total,0.0001,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756381,,,"Biochemical oxygen demand, standard conditions",Total,1.3,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756382,,,pH,Total,7,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756383,,,pH,Total,7.1,std units,,Historical,,Actual,,,,,,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756385,,,Alkalinity,Total,15,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756395,,,"Hardness, Ca, Mg",,14,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756399,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.8,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756425,,,"Stream flow, instantaneous",,139,m3/sec,,Historical,,Actual,,,,,,,,,,,30209,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756428,,,Total dissolved solids,Dissolved,52,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756429,,,Total dissolved solids,Dissolved,46,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98500002,Sample-Routine,Water,Surface Water,1985,1,8,1/8/85,10:15:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11756430,,,Total dissolved solids,Dissolved,691,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
