OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614563,,,"2,4-D",Recoverable,0.02,ug/l,,Historical,,Actual,,,,,,,,,,,39730,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614565,Not Detected,,Mirex,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39755,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614566,Not Detected,,Mirex,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39758,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614567,Not Detected,,Silvex,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39760,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614568,Not Detected,,Carbophenothion,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39786,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614569,Not Detected,,Carbophenothion,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39787,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614570,Not Detected,,Carbophenothion-methyl,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39790,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614571,Not Detected,,Carbophenothion-methyl,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39791,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614579,Not Detected,,Ethylan,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,81886,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98200007,Sample-Routine,Water,Surface Water,1981,10,8,10/8/81,13:00:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11614580,Not Detected,,Dichlorprop,Recoverable,,,,Historical,,Actual,,,,,,,,,,,82183,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11665999,Not Detected,,Ethylan,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39034,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666002,Not Detected,,Aldrin,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39330,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666003,Not Detected,,Aldrin,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39333,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666004,Not Detected,,gamma-HCH (Lindane),Recoverable,,,,Historical,,Actual,,,,,,,,,,,39340,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666005,Not Detected,,gamma-HCH (Lindane),Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39343,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666006,Not Detected,,"Chlordane, technical",Recoverable,,,,Historical,,Actual,,,,,,,,,,,39350,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666007,,,"Chlordane, technical",Bed Sediment,1,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39351,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666008,Not Detected,,"p,p'-DDD",Recoverable,,,,Historical,,Actual,,,,,,,,,,,39360,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666009,,,"p,p'-DDD",Bed Sediment,0.4,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39363,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666010,Not Detected,,"p,p'-DDE",Recoverable,,,,Historical,,Actual,,,,,,,,,,,39365,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666011,,,"p,p'-DDE",Bed Sediment,0.4,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39368,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666012,Not Detected,,"p,p'-DDT",Recoverable,,,,Historical,,Actual,,,,,,,,,,,39370,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666013,,,"p,p'-DDT",Bed Sediment,0.1,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39373,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666014,Not Detected,,Dieldrin,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39380,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666015,,,Dieldrin,Bed Sediment,0.3,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39383,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666016,Not Detected,,.alpha.-Endosulfan,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39388,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666017,Not Detected,,.alpha.-Endosulfan,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39389,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666018,Not Detected,,Endrin,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39390,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666019,Not Detected,,Endrin,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39393,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666020,Not Detected,,Ethion,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39398,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666021,Not Detected,,Ethion,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39399,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666022,Not Detected,,Toxaphene,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39400,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666023,Not Detected,,Toxaphene,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39403,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,10,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666024,Not Detected,,Heptachlor,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39410,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666025,Not Detected,,Heptachlor,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39413,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666026,Not Detected,,Heptachlor epoxide,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39420,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666027,Not Detected,,Heptachlor epoxide,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39423,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666028,Not Detected,,Methoxychlor,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39480,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666029,Not Detected,,Methoxychlor,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39481,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666030,Not Detected,,Polychlorinated biphenyls,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39516,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666031,Not Detected,,Polychlorinated biphenyls,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39519,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666032,Not Detected,,Malathion,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39530,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666033,Not Detected,,Malathion,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39531,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666034,Not Detected,,Parathion,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39540,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666035,Not Detected,,Parathion,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39541,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666036,,,Diazinon,Recoverable,0.02,ug/l,,Historical,,Actual,,,,,,,,,,,39570,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666037,Not Detected,,Diazinon,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39571,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666038,Not Detected,,Methyl parathion,Recoverable,,,,Historical,,Actual,,,,,,,,,,,39600,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666039,Not Detected,,Methyl parathion,Bed Sediment,,,,Historical,,Actual,Dry,,,,,,,,,,39601,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,ug/kg,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98300006,Sample-Routine,Water,Surface Water,1982,10,21,10/21/82,12:30:00,CDT,,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11666040,Not Detected,,"2,4-D",Recoverable,,,,Historical,,Actual,,,,,,,,,,,39730,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.01,ug/l,,,NWIS
